text,author
"Now this shape was peculiar; and no sooner had I seen it, than I took credit to myself for the accuracy of my guessing.",0
"The ship was crowded with passengers, and every thing was in the bustle attendant upon making sail.",0
"We cut branches of the funereal trees and placed them over him, and on these again his sword.",2
"It was a child singing a merry, lightsome air; there was no other sound.",2
And I have now mentioned all the provinces in which even the most liberal understanding of the poetic sentiment has declared this sentiment capable of expatiating.,0
"About the period of this work's completion people noticed that the old tool house, tightly locked and windowlessly clapboarded since Wilbur's birth, had been abandoned again.",1
"Right at the front door, in a high backed leather bottomed armed chair, with crooked legs and puppy feet like the tables, is seated the old man of the house himself.",0
The neighbours grumblingly acquiesced in the inertia but the foetor none the less formed an additional count against the place.,1
"Turning to him, therefore, I said, ""I consent to your demand, on your solemn oath to quit Europe forever, and every other place in the neighbourhood of man, as soon as I shall deliver into your hands a female who will accompany you in your exile.""",2
"The soil was barren, scarcely affording pasture for a few miserable cows, and oatmeal for its inhabitants, which consisted of five persons, whose gaunt and scraggy limbs gave tokens of their miserable fare.",2
A certain greasiness about the fellow increased my dislike.,1
"If we went to Italy, to sacred and eternal Rome, we might with greater patience submit to the decree, which had laid her mighty towers low.",2
"It did not make its appearance during the night and thus for one night at least, since its introduction into the house, I soundly and tranquilly slept; aye, slept even with the burden of murder upon my soul The second and the third day passed, and still my tormentor came not.",0
How I have lived I hardly know; many times have I stretched my failing limbs upon the sandy plain and prayed for death.,2
"We steered due West; but as the trailing of the buoys materially impeded our progress, and we had the balloon abundantly at command, either for ascent or descent, we first threw out fifty pounds of ballast, and then wound up by means of a windlass so much of the rope as brought it quite clear of the sea.",0
"Alfred was himself a scholar and poet of distinction, though cursed with a certain childish irresponsibility which made him an ideal prey for Sheehan's runner.",1
It was clear that the typical expression of these faces now suggested something it had not suggested before something which would bring stark panic if too openly thought of.,1
"I dreaded to behold this monster, but I feared still more that Henry should see him.",2
"Who, indeed, among my most abandoned associates, would not rather have disputed the clearest evidence of his senses, than have suspected of such courses, the gay, the frank, the generous William Wilson the noblest and most liberal commoner at Oxford him whose follies said his parasites were but the follies of youth and unbridled fancy whose errors but inimitable whim whose darkest vice but a careless and dashing extravagance?",0
